"MonthlyRevenue","IncomeGroup","AgeHH1","fit.cluster"
111.33,7,36,1
20.01,4,62,2
32.49,5,38,2
46.73,5,50,2
39.09,6,48,2
34.26,6,30,2
54.19,4,44,2
207.92,6,40,3
44.09,3,38,2
30.26,9,76,2
76.96,7,28,1
53.19,2,36,2
56.52,9,54,2
41.85,2,42,2
94.73,6,20,1
10,7,26,2
36.45,6,56,2
29.99,5,30,2
11.22,6,30,2
82.93,9,40,1
75.59,7,30,1
68.39,5,42,1
53.97,0,24,2
30,3,36,2
35.75,4,32,2
45.87,6,32,2
17.69,7,66,2
173.34,6,22,3
42.3,7,32,2
34.1,7,40,2
56.97,6,34,2
126.54,7,32,1
133.67,6,42,1
59.99,7,56,2
32.9,6,34,2
75.23,1,30,1
42.59,6,52,2
49.15,6,40,2
48.14,8,42,2
58.24,8,34,2
71.01,8,32,1
30.87,6,26,2
36.84,6,44,2
60.97,3,32,1
17.82,7,32,2
18.48,6,36,2
20.03,3,28,2
59.3,9,54,2
80.23,9,36,1
60.92,6,52,2
90.94,9,50,1
55.98,2,54,2
47.13,3,34,2
48.8,4,22,2
29.99,9,52,2
32.49,2,56,2
84.55,9,56,1
80.45,6,34,1
30.77,8,50,2
42.19,3,70,2
30.73,3,30,2
88.03,9,32,1
43.39,6,40,2
30.27,9,58,2
23.77,4,52,2
34.99,7,52,2
45.74,9,50,2
11.06,6,46,2
43.15,6,44,2
34.07,5,34,2
74.75,5,40,1
32.49,6,40,2
57.36,1,40,2
36.27,7,62,2
33.08,6,32,2
80.5,2,44,1
86.58,6,36,1
54.63,6,24,2
28.49,7,34,2
35.6,6,52,2
35.66,3,66,2
39.27,9,26,2
37.71,6,34,2
32.68,6,60,2
36.23,9,62,2
36.34,0,22,2
30,7,56,2
29.99,6,22,2
79.31,6,36,1
31.04,4,58,2
39.83,7,36,2
33.15,0,66,2
60.13,6,60,2
32.62,6,50,2
85.12,3,48,1
50.83,4,88,2
37.28,7,38,2
140.24,8,38,1
41.36,6,52,2
59.99,5,38,2
120.16,4,38,1
72.78,2,22,1
72.99,8,50,1
49.99,6,64,2
82.97,1,26,1
24.31,7,36,2
34.65,6,38,2
34.22,4,26,2
14.65,7,66,2
81.02,8,24,1
32.7,6,46,2
9.94,8,26,2
137.87,2,80,1
63.78,6,24,1
59.99,8,32,2
72.81,4,42,1
87.61,9,44,1
30.26,7,32,2
54.49,6,26,2
66.53,6,30,1
45.29,7,26,2
57.49,9,50,2
46.78,5,32,2
35.55,1,60,2
129.46,6,46,1
50.7,9,46,2
50.98,6,34,2
17.08,9,52,2
17.26,9,34,2
11.69,7,54,2
57.14,4,28,2
114.58,9,40,1
10.25,1,22,2
16.99,7,40,2
30.26,9,40,2
38.33,7,34,2
87.73,9,52,1
42.19,8,34,2
32.78,8,54,2
30.87,6,56,2
16.24,8,32,2
33.91,9,54,2
124.89,7,52,1
37.31,3,44,2
73.42,6,40,1
43.89,5,40,2
37.66,7,34,2
133.04,7,56,1
32.49,3,34,2
55.48,9,48,2
89.18,6,50,1
61.8,7,46,1
44.84,9,58,2
96.2,7,54,1
10,4,46,2
21.19,7,34,2
116.14,5,48,1
36.03,0,34,2
70.55,4,52,1
29.99,6,40,2
81.04,6,28,1
102.71,6,38,1
32.13,9,60,2
38.94,4,48,2
140.5,5,30,1
29.99,4,86,2
20.63,9,42,2
73.91,8,28,1
27.73,5,30,2
30.48,1,50,2
31.85,8,52,2
5,8,48,2
47.14,7,44,2
58.75,6,30,2
31.7,7,66,2
216.2,9,40,3
110.19,6,40,1
37.89,6,26,2
83.7,6,36,1
61.31,5,24,1
2.18,2,38,2
50.45,3,26,2
54.73,7,32,2
50,6,54,2
12.74,6,38,2
9.53,3,30,2
30.26,6,44,2
42.75,6,60,2
48.4,5,48,2
49.99,7,48,2
66.07,6,64,1
84.24,3,56,1
38.83,6,38,2
22.66,4,58,2
28.49,9,40,2
86.55,7,28,1
64.97,1,32,1
30.43,3,38,2
45,8,50,2
36.39,6,30,2
35.72,6,52,2
46.42,6,66,2
39.65,6,38,2
19.91,4,54,2
30.26,1,44,2
34.16,5,42,2
42.2,8,28,2
124.83,1,42,1
64.08,6,24,1
43.3,9,48,2
35.48,5,40,2
69.98,5,24,1
38.98,9,36,2
59.99,7,54,2
134.09,9,36,1
75.04,6,36,1
36.45,6,40,2
34.64,9,58,2
67.85,7,60,1
29.99,7,38,2
29.2,6,54,2
67.4,9,34,1
88.77,7,34,1
29.99,6,38,2
66.66,6,32,1
38.85,7,50,2
269.58,6,26,3
185.59,6,40,3
64.4,4,48,1
44.62,5,42,2
60.51,4,36,2
126.22,6,28,1
30.26,9,26,2
59.99,2,28,2
38.44,4,28,2
31.67,7,54,2
32.49,5,34,2
54.21,6,26,2
96.36,9,36,1
37.43,7,54,2
64.43,3,34,1
49.23,9,40,2
31.14,5,42,2
76.22,6,36,1
33.96,6,62,2
113.72,2,48,1
36.13,6,58,2
16.43,5,50,2
38.12,7,52,2
33.8,9,46,2
48.56,3,46,2
10,3,30,2
51.73,7,42,2
87.97,9,50,1
55.43,1,30,2
77.9,3,46,1
95.8,5,44,1
58.8,7,54,2
61.98,6,54,1
31.77,4,56,2
156.31,6,36,3
40.6,9,56,2
38.04,5,42,2
41.1,8,56,2
9.66,5,58,2
145.46,5,36,3
10.09,7,40,2
72.73,0,30,1
50.59,2,20,2
35.93,7,48,2
65.44,1,32,1
33.08,5,30,2
59.09,6,48,2
43.79,9,46,2
35.48,6,70,2
30.58,8,38,2
30.26,6,28,2
34.23,7,62,2
130.75,9,52,1
47.79,0,44,2
82.83,5,60,1
53.55,5,40,2
61.94,6,28,1
29.99,4,58,2
94.41,8,48,1
54.94,9,60,2
50.34,6,50,2
30.87,3,44,2
71.74,1,28,1
48.71,9,54,2
92.09,6,36,1
82.41,6,50,1
30.54,6,44,2
25,4,20,2
73.53,6,64,1
75.58,6,46,1
24.99,7,44,2
117.49,3,26,1
54.17,6,46,2
31.48,6,52,2
51.95,7,28,2
58.26,7,70,2
45.73,6,26,2
30.68,9,48,2
34.42,7,30,2
43.91,6,32,2
64.67,4,36,1
54.85,6,38,2
29.99,5,68,2
27.27,4,42,2
85.24,9,46,1
77.62,6,50,1
40.98,7,52,2
113.74,7,22,1
11.19,6,24,2
33.24,2,22,2
42.84,9,58,2
67.64,6,52,1
72.44,9,60,1
15.62,8,36,2
31.8,9,38,2
43.79,0,28,2
37.69,4,34,2
82.9,2,22,1
39.99,3,28,2
77.28,0,36,1
57.26,0,28,2
62.3,6,26,1
32.01,7,38,2
10.49,9,30,2
10.09,7,52,2
88.91,5,48,1
93.21,7,32,1
40.24,9,56,2
50.95,6,46,2
34.99,8,50,2
59.45,6,50,2
50.44,0,24,2
27.07,9,64,2
45.7,8,38,2
61.26,9,38,1
13.25,6,42,2
35.3,5,36,2
30.26,9,28,2
35.24,6,32,2
57.38,6,28,2
51.59,8,52,2
76.91,1,26,1
34.7,7,38,2
29.99,4,52,2
47.58,3,28,2
84.72,6,38,1
66.94,6,20,1
111.22,4,26,1
25.84,8,30,2
60.59,6,52,2
50.74,6,32,2
83.57,7,56,1
94.7,6,42,1
74.96,1,22,1
57.43,6,38,2
37.17,5,46,2
38.78,7,44,2
9.5,7,40,2
253.26,7,54,3
41.45,1,34,2
50.62,6,32,2
29.99,9,56,2
20.48,9,46,2
25.43,6,28,2
55.74,1,52,2
30.83,1,52,2
10.41,5,46,2
34.77,9,52,2
20.93,4,64,2
42.02,6,46,2
38.52,4,38,2
135.46,5,40,1
30.31,9,66,2
30.48,0,30,2
30.52,9,58,2
23.74,4,44,2
45.36,9,42,2
43.72,5,34,2
73.33,9,38,1
77.53,6,22,1
77.92,6,26,1
56.52,9,66,2
46.9,7,32,2
192.77,9,54,3
160.82,9,36,3
38.74,4,36,2
70.19,3,28,1
42.74,5,46,2
40.41,9,42,2
70.77,4,52,1
34.24,6,48,2
16.99,3,34,2
30.81,2,32,2
31.23,8,50,2
53.42,7,32,2
33.51,5,38,2
33.65,6,40,2
52.64,7,24,2
50.06,3,40,2
37.33,4,66,2
43.34,1,66,2
107.41,9,46,1
117.51,4,40,1
10,6,34,2
31.64,6,26,2
33.24,5,52,2
30.26,3,28,2
89.05,4,54,1
29.99,2,36,2
31.19,7,50,2
50.92,7,52,2
70.94,4,42,1
31.27,5,52,2
49.68,4,54,2
212.29,6,40,3
39.58,4,50,2
35.55,2,38,2
85.31,4,74,1
36.2,7,28,2
12.71,6,56,2
50.44,5,46,2
30.34,3,38,2
15.01,6,78,2
34.98,5,50,2
61.37,8,46,1
54.68,6,34,2
47.48,6,60,2
59.27,6,48,2
69.65,3,28,1
34.23,4,24,2
50.48,9,34,2
111.12,6,46,1
32.84,8,52,2
21.7,6,42,2
35.3,6,26,2
34.6,7,62,2
3.06,1,70,2
54.24,1,42,2
35.98,5,36,2
49.53,6,52,2
50.45,6,52,2
42.61,7,40,2
72.98,7,40,1
30.26,9,74,2
59.33,9,34,2
78.43,6,24,1
40.43,6,54,2
58.8,6,52,2
36.23,9,72,2
67.92,1,36,1
31.08,8,56,2
54.4,6,40,2
30.24,6,34,2
32.49,5,40,2
50.95,6,42,2
32.49,3,38,2
37.94,7,38,2
32.94,8,48,2
33.95,8,56,2
78.29,6,44,1
56.95,4,44,2
30.98,5,44,2
34.99,8,58,2
101,7,50,1
248.72,7,68,3
23.68,4,38,2
100,1,54,1
85.3,6,38,1
51.79,5,26,2
80.28,1,32,1
64.17,5,34,1
66.97,4,30,1
85.73,7,24,1
120.48,9,48,1
146.67,9,46,3
104.9,3,40,1
43.9,1,36,2
29.99,9,54,2
149.99,5,80,3
67.14,7,40,1
58.56,9,46,2
72.01,9,26,1
33.68,6,48,2
36.1,8,28,2
50.29,6,24,2
30.45,6,42,2
50.45,3,66,2
50.7,9,46,2
68.01,6,44,1
53.24,7,38,2
58.7,5,34,2
59.99,9,60,2
19.85,6,40,2
35.43,6,42,2
234.64,1,30,3
49.99,1,36,2
50,9,40,2
66.05,6,24,1
17.18,6,78,2
83.85,3,30,1
91.64,0,34,1
39.38,7,48,2
57.49,5,28,2
20.28,8,38,2
30.51,7,46,2
42.75,9,56,2
38.13,5,36,2
16.81,6,52,2
114.11,6,32,1
31.93,8,36,2
44.66,6,88,2
36.74,9,46,2
112.75,4,36,1
81.93,6,20,1
89.79,5,46,1
33.98,6,52,2
51.06,5,46,2
53.69,2,32,2
63.29,6,50,1
30.24,9,46,2
49.84,5,60,2
50.52,9,36,2
29.99,4,66,2
37.08,4,22,2
30.55,4,38,2
197.08,9,30,3
41.61,6,24,2
91.49,6,54,1
46.92,9,36,2
114,9,42,1
62.26,5,48,1
164.15,4,42,3
32,9,42,2
35.47,9,58,2
53.7,6,46,2
18.7,4,58,2
36.52,5,56,2
39.13,6,46,2
51.19,6,40,2
56.73,7,54,2
55.24,6,48,2
48.48,7,46,2
29.99,4,38,2
63.16,5,52,1
47.55,9,50,2
78.45,8,44,1
30.51,7,52,2
117.03,7,42,1
33.78,6,30,2
167.31,7,36,3
49.43,2,28,2
60.53,5,68,2
35.12,9,32,2
12.02,2,30,2
33.66,6,44,2
79.48,2,38,1
105.45,5,22,1
44.44,7,52,2
42.58,8,48,2
207.59,4,54,3
29.99,7,24,2
30.26,7,62,2
54.47,1,30,2
53.03,9,38,2
30.92,2,26,2
38.96,4,56,2
83.02,8,46,1
99.3,5,44,1
60.53,4,66,2
30.24,6,50,2
61.1,1,36,1
29.99,4,40,2
51.64,7,26,2
57.88,8,60,2
117.58,0,28,1
71.49,9,54,1
49.82,7,46,2
50.77,6,28,2
30.51,9,38,2
20.87,7,68,2
16.14,2,34,2
39.68,6,38,2
21.3,6,40,2
36.69,6,34,2
35.76,6,38,2
53.49,6,38,2
63.1,6,52,1
55.77,5,46,2
74.98,1,54,1
58.6,4,46,2
140.87,7,28,1
50.82,1,78,2
189.18,0,34,3
58.9,5,62,2
43.59,5,54,2
34.99,5,74,2
42.33,1,50,2
52.4,6,28,2
52.02,4,36,2
71.93,5,34,1
82.04,4,36,1
13.25,6,36,2
61.08,3,34,1
83.45,4,26,1
44.02,5,34,2
82.48,6,54,1
35.3,7,48,2
54.99,3,44,2
69.32,6,36,1
57.81,9,32,2
83.33,7,48,1
20.31,6,44,2
35.08,6,32,2
43.91,9,56,2
40.73,9,42,2
37.62,9,54,2
44.47,7,46,2
33.23,9,28,2
58.34,9,64,2
247.71,9,38,3
37.6,2,72,2
18.75,3,50,2
31.14,1,48,2
47.5,9,38,2
87.11,7,36,1
53.76,9,48,2
10,6,60,2
28.74,6,42,2
64.59,6,60,1
260.87,5,56,3
65.9,6,50,1
61.84,6,32,1
34.35,6,40,2
48.06,9,40,2
98.42,1,30,1
35.24,5,28,2
72.32,2,40,1
45.59,7,52,2
30.26,5,34,2
47.02,6,42,2
39.65,6,46,2
34.88,2,24,2
97.39,9,32,1
133.49,4,28,1
159.49,6,52,3
85.59,4,30,1
105.26,6,38,1
76.88,6,50,1
31.72,9,42,2
50.81,3,22,2
165.17,9,60,3
29.18,8,48,2
49.99,6,48,2
162.44,5,48,3
23.42,9,48,2
47.29,4,72,2
51.12,1,24,2
32.71,3,78,2
61.38,9,48,2
48.83,6,50,2
60.32,9,44,2
39.1,5,50,2
63.89,5,28,1
28.97,6,32,2
5.04,6,30,2
40.29,6,50,2
29.99,7,76,2
53.59,0,30,2
170.12,6,54,3
64.49,4,38,1
51.83,9,30,2
46.49,7,28,2
57.88,9,46,2
36.91,7,58,2
130.38,6,42,1
81.88,9,32,1
40.84,5,24,2
76.92,9,42,1
47.49,3,32,2
133.41,6,24,1
126.42,6,50,1
99.11,6,48,1
81.91,3,50,1
16.99,5,42,2
41.11,7,36,2
92.81,2,26,1
51.15,5,26,2
34.99,5,58,2
36.83,6,24,2
36,6,56,2
77.09,5,42,1
70,6,42,1
19.54,5,46,2
67.21,1,38,1
15,6,40,2
84.89,9,54,1
96.29,6,28,1
60.65,4,52,2
20.74,7,32,2
106.95,0,24,1
38.77,9,44,2
75.98,9,54,1
47.07,4,44,2
88.38,1,24,1
46.95,6,26,2
137.66,6,28,1
45.21,6,28,2
67.94,2,48,1
72.48,8,54,1
51.16,3,32,2
33.23,5,58,2
50,9,76,2
52.05,7,66,2
76.98,7,50,1
72.54,9,42,1
60.39,9,54,2
60.55,6,36,2
70.58,9,56,1
34.69,7,58,2
17.08,4,38,2
22.29,5,44,2
274,9,32,3
30.42,3,28,2
49.44,3,56,2
133.03,2,58,1
30.97,7,68,2
45.91,8,44,2
49.01,6,48,2
58.4,7,22,2
33.01,9,26,2
56.3,4,48,2
32.74,8,48,2
30.24,6,40,2
32.74,9,48,2
83.95,9,46,1
30.51,5,26,2
31.33,4,34,2
60.33,9,46,2
30.75,6,46,2
34.99,4,28,2
41.73,6,30,2
54.91,1,22,2
36.34,1,26,2
150.32,7,48,3
53.38,5,42,2
76.5,1,20,1
64.99,8,62,1
90.48,9,40,1
50.34,9,32,2
36.97,2,52,2
147.84,7,44,3
95.96,8,30,1
166.62,6,30,3
35.24,4,28,2
81.68,6,50,1
7.5,9,46,2
97.64,3,26,1
32.49,9,60,2
67,6,26,1
59.28,0,30,2
30.86,6,18,2
40.37,3,28,2
46.8,9,36,2
30.48,7,60,2
95.76,9,42,1
33.53,6,48,2
29.99,5,54,2
29.55,7,46,2
9.99,6,30,2
10,9,42,2
38.85,8,54,2
73.22,8,46,1
32.4,1,32,2
101.87,7,50,1
74.56,6,46,1
30.61,7,28,2
45.75,3,24,2
43.41,2,26,2
51.66,2,26,2
47.46,3,20,2
35.77,5,38,2
62.55,5,54,1
47.81,4,52,2
22.32,4,54,2
30.7,9,70,2
98.4,6,44,1
67.26,4,44,1
53.52,2,58,2
72.98,4,30,1
37.84,7,50,2
74.48,5,70,1
57.03,6,36,2
32.53,1,38,2
92.83,7,28,1
90.36,5,40,1
73.17,6,40,1
56.3,7,56,2
33.88,9,50,2
10.09,6,54,2
43.17,7,56,2
54.79,6,44,2
51.76,6,36,2
24.77,4,38,2
46.79,6,40,2
110.54,4,44,1
16.7,6,48,2
30.43,7,56,2
59.19,7,28,2
58.38,1,22,2
37.71,9,44,2
91.07,5,58,1
33.3,9,52,2
159.4,9,40,3
94.19,6,30,1
51.37,4,44,2
63.73,1,52,1
41.88,1,46,2
10.25,9,42,2
20.44,4,36,2
44.74,5,30,2
78.7,2,24,1
138.24,5,68,1
11.68,1,52,2
65.44,9,56,1
31.15,6,28,2
46.85,6,32,2
45.24,9,52,2
86.9,6,62,1
10,6,48,2
27.42,6,38,2
112.3,9,42,1
36.13,3,48,2
44.8,6,26,2
50.94,4,28,2
34.99,6,34,2
69.36,4,52,1
23.3,6,84,2
37.27,9,50,2
55.94,9,24,2
55.47,5,48,2
53.25,4,58,2
157.93,3,26,3
116.98,4,68,1
47.59,6,42,2
34.23,6,60,2
22.84,1,52,2
81.83,0,20,1
30.32,8,58,2
72.56,5,44,1
62.31,8,28,1
69.84,6,30,1
32.49,4,38,2
24.72,7,38,2
24.58,9,34,2
29.99,5,38,2
34.69,7,56,2
33.24,6,52,2
30.38,5,28,2
79.84,6,40,1
31.89,6,42,2
32.49,7,42,2
43.08,6,28,2
62.24,3,56,1
110.24,0,28,1
101.09,3,32,1
81,2,38,1
13.5,6,28,2
29.99,0,48,2
56,6,38,2
35.48,4,34,2
85.15,6,20,1
49.22,9,58,2
282.23,5,34,3
53.16,8,50,2
56.82,4,40,2
109.69,9,56,1
11.57,9,50,2
32.78,2,78,2
104.37,9,50,1
20.97,8,40,2
68.9,9,46,1
4.8,6,64,2
28.49,7,54,2
82.93,6,22,1
30.98,7,30,2
53.6,6,42,2
30.34,6,32,2
61.87,7,44,1
48.78,4,34,2
55.48,7,56,2
39.34,3,36,2
53.73,8,76,2
31.57,3,42,2
92.17,3,76,1
61.91,3,38,1
64.11,1,30,1
35.95,6,32,2
34.99,6,42,2
69.78,7,52,1
37.28,1,46,2
128.73,6,62,1
69.89,6,56,1
98.41,7,26,1
41.4,9,56,2
147.41,6,30,3
16.99,6,54,2
106.93,9,44,1
50.94,7,30,2
47.51,6,30,2
48.83,1,42,2
42.25,5,24,2
33.5,1,22,2
55.17,2,32,2
77.45,0,38,1
44.8,6,34,2
19.3,6,40,2
81.61,9,38,1
109.32,7,30,1
27.12,6,36,2
38.53,3,24,2
42.89,9,36,2
60.23,2,22,1
32.81,7,40,2
31.08,9,48,2
35.3,3,34,2
42.57,6,38,2
102.36,4,30,1
20.03,7,48,2
30.91,5,60,2
86.34,6,40,1
50.29,6,34,2
178.73,4,40,3
92.48,2,22,1
58.23,0,36,2
51.99,3,30,2
52.62,6,26,2
54.41,4,34,2
58.82,5,34,2
50.25,5,50,2
34.99,6,34,2
54.25,6,48,2
41.53,6,36,2
30.48,5,28,2
12.09,5,48,2
36.31,9,32,2
29.99,9,44,2
32.88,6,34,2
32.49,4,44,2
37.99,8,32,2
76.54,6,64,1
80.01,3,32,1
32.49,7,46,2
30.87,9,52,2
47.07,6,30,2
34.25,9,54,2
32.74,9,50,2
36.76,9,42,2
5.04,1,20,2
257.08,9,48,3
50.68,3,66,2
79.83,6,30,1
29.61,6,60,2
32.78,9,46,2
57.72,9,28,2
30.97,4,42,2
97.36,4,34,1
120.36,6,32,1
30.26,4,54,2
75.98,5,40,1
23.68,6,28,2
57.08,4,24,2
49.82,6,42,2
32.78,7,40,2
103.74,5,28,1
51.15,6,26,2
10.06,4,56,2
41.61,1,52,2
50,3,40,2
60.5,2,22,1
32.22,6,42,2
34.99,7,32,2
16.8,6,26,2
30.26,6,62,2
57.3,6,30,2
56.48,3,30,2
11.66,5,42,2
34.68,5,40,2
32.49,6,28,2
48.06,0,22,2
62.69,3,48,1
155.39,6,36,3
31.19,6,64,2
48.6,6,48,2
18.78,4,78,2
35.48,6,26,2
10.57,6,54,2
94.49,9,38,1
244.25,6,42,3
13.6,3,34,2
45.23,3,28,2
30.26,6,62,2
55.59,6,52,2
100.69,7,40,1
19,9,32,2
48.37,6,58,2
20.78,7,50,2
213.38,5,40,3
39.94,6,54,2
116.22,9,54,1
44.85,6,44,2
34.87,7,24,2
50.66,7,50,2
33.13,6,38,2
32.27,3,28,2
77.56,4,44,1
31.41,4,54,2
33.3,9,44,2
29.99,6,42,2
18.84,1,44,2
14.28,0,30,2
37.61,6,42,2
81.81,9,26,1
32.49,9,48,2
62.24,7,32,1
74.56,7,40,1
56.78,8,26,2
20.6,6,48,2
94.93,4,44,1
32.63,4,48,2
32.49,7,44,2
50.41,5,28,2
42.94,7,46,2
10.94,5,40,2
48.12,7,46,2
32.78,7,28,2
9.66,8,34,2
57,6,26,2
17.39,9,44,2
11.37,6,28,2
47.7,4,42,2
56.66,4,22,2
82.25,0,46,1
14.2,7,46,2
28.6,1,64,2
49.99,1,22,2
43.41,6,56,2
42.48,1,66,2
44.42,3,40,2
102.42,6,70,1
32.49,5,38,2
36.45,6,44,2
53.53,6,36,2
9,9,58,2
52.54,6,34,2
55.73,9,38,2
16.16,9,38,2
45.03,6,40,2
41.84,3,26,2
36.26,8,40,2
127.22,7,58,1
55.94,1,28,2
45.48,4,44,2
18.87,4,26,2
37.03,5,44,2
54.27,5,40,2
79.48,6,40,1
32.78,3,24,2
29.99,6,56,2
37.4,7,28,2
53.4,9,52,2
32.49,4,46,2
20.89,9,68,2
49.44,6,50,2
41.2,7,56,2
51.99,4,26,2
38.55,7,66,2
62.62,7,42,1
31.25,9,50,2
61.41,6,50,2
57.09,2,24,2
40.53,6,20,2
186.39,9,50,3
77.41,8,26,1
103.06,2,40,1
29.99,9,36,2
30.73,5,42,2
31.18,3,64,2
18.14,4,24,2
50.24,6,32,2
31.73,8,26,2
147.74,8,54,3
31.73,8,26,2
30.66,9,54,2
54.49,9,34,2
31.39,3,40,2
47.02,5,50,2
45.11,3,28,2
46.09,5,50,2
54.22,6,34,2
84.38,9,58,1
37.64,6,42,2
49.95,6,32,2
51.48,3,32,2
176.97,0,24,3
53.62,8,32,2
75.48,9,48,1
90.44,1,36,1
33.85,1,46,2
12.95,4,44,2
50.25,9,40,2
43.3,1,28,2
34.61,4,56,2
46.24,6,34,2
60.02,6,34,2
32.65,6,30,2
39.34,4,26,2
35.49,4,48,2
13.49,3,42,2
108.23,6,42,1
64.11,6,40,1
56.9,9,38,2
118.46,6,28,1
107.64,6,38,1
49.02,6,52,2
47.68,1,24,2
49.25,6,32,2
55.14,8,38,2
50.58,5,30,2
18.99,3,50,2
38.42,9,52,2
49.33,1,30,2
39.72,1,30,2
74.73,1,66,1
29.99,7,36,2
30.24,7,48,2
84.68,9,40,1
32.49,3,28,2
50.45,3,42,2
35.74,9,58,2
49.37,7,44,2
33.86,5,54,2
85.05,1,28,1
36.44,5,72,2
53.76,6,36,2
70.14,6,42,1
35.19,3,30,2
5,9,54,2
31.11,4,26,2
76.72,5,42,1
10,6,58,2
39.47,4,42,2
19.31,9,42,2
137.28,1,22,1
101.03,9,52,1
61.48,4,34,1
58.43,9,60,2
30.87,6,60,2
53.01,5,58,2
14.88,8,60,2
74.99,5,48,1
29.99,7,36,2
34.46,6,38,2
31.48,6,30,2
35.3,6,38,2
45.97,7,32,2
41.31,9,48,2
143.87,5,46,3
34.39,6,26,2
29.99,8,48,2
106.77,6,28,1
17.99,1,34,2
90.98,6,54,1
75.24,7,48,1
62.99,4,52,1
56.84,1,74,2
47.9,3,26,2
83.44,7,28,1
26.74,6,28,2
30.41,2,32,2
63.28,4,52,1
247.5,6,44,3
5.25,5,42,2
56.24,6,56,2
53.61,9,24,2
117.5,6,48,1
43.61,4,56,2
30.26,4,38,2
37.89,4,76,2
50.58,6,44,2
51.47,7,28,2
41.37,5,34,2
48.63,5,36,2
17.41,9,38,2
10.64,6,54,2
79.93,5,36,1
29.99,9,34,2
84.68,2,28,1
35.21,9,62,2
76.8,3,56,1
146.17,5,30,3
87.71,4,36,1
5,0,40,2
34.04,7,42,2
34.47,7,30,2
179.27,6,32,3
25.24,6,22,2
88.41,6,56,1
101.56,3,28,1
47.22,7,30,2
50,6,42,2
81.15,3,26,1
66.72,5,38,1
183.32,4,36,3
51.85,8,40,2
99.22,1,44,1
52.29,1,24,2
47.2,7,44,2
18.83,9,42,2
65.05,6,54,1
17.24,1,86,2
29.99,5,46,2
48.88,3,46,2
30.52,6,32,2
64.11,7,42,1
101.02,9,44,1
44.44,2,32,2
68.98,1,48,1
12.12,7,54,2
127.27,4,32,1
59.19,7,54,2
47.43,9,40,2
31.77,5,44,2
47.47,6,64,2
56.2,6,58,2
91.24,8,32,1
40.48,7,44,2
37.59,9,46,2
249.72,7,40,3
129.38,6,42,1
43.68,8,38,2
49.51,6,56,2
10,2,52,2
40.01,8,44,2
32.49,4,54,2
9.23,9,34,2
70.5,0,24,1
12.24,1,40,2
34.75,6,30,2
35.04,2,48,2
32.59,5,24,2
101.19,8,52,1
120.35,6,60,1
35.48,4,30,2
49.99,7,58,2
72.59,1,28,1
76.48,9,60,1
33.62,9,50,2
74.99,4,36,1
62.81,6,48,1
38.38,4,34,2
11.31,5,58,2
37.48,7,48,2
188.38,6,32,3
67.74,7,50,1
53.74,3,60,2
55.09,9,46,2
58.55,1,26,2
34.98,3,52,2
51.19,7,44,2
51.58,7,54,2
30.26,8,52,2
52.44,7,26,2
70.36,6,20,1
76.92,3,32,1
30.81,8,50,2
52.97,9,44,2
49.99,9,38,2
60.91,6,42,2
40.55,7,30,2
18.59,6,40,2
50.25,0,28,2
56.47,5,58,2
20.17,2,70,2
50.97,9,42,2
62.48,7,26,1
55.64,2,58,2
65.24,6,48,1
61.27,3,26,1
33.84,4,54,2
52.38,9,40,2
153.84,8,26,3
56.69,7,58,2
104.51,6,44,1
31.55,9,48,2
50.25,7,48,2
35.42,5,60,2
29.99,7,56,2
70.02,6,58,1
0.99,7,54,2
29.99,6,52,2
32.49,8,46,2
35.94,4,26,2
51.17,7,26,2
50.25,6,38,2
33.61,6,52,2
33.77,4,26,2
136.6,8,40,1
64.48,9,54,1
48.1,9,48,2
5,4,34,2
50.74,4,24,2
47.7,6,42,2
50,6,64,2
33.67,4,32,2
40.87,2,24,2
96.25,7,54,1
33.61,7,46,2
50,7,58,2
100.28,6,34,1
109.45,9,44,1
25.64,5,40,2
54.41,9,24,2
30.51,4,50,2
30.26,2,32,2
33.95,6,56,2
64.33,4,32,1
34.16,7,50,2
44.67,3,30,2
36.9,4,54,2
43.74,9,56,2
84.81,2,58,1
30.18,5,44,2
60.53,6,60,2
125.55,6,58,1
199.01,8,30,3
115.52,6,28,1
48,6,50,2
98.81,8,30,1
81.36,6,44,1
50.75,9,28,2
41.16,4,58,2
58.95,6,30,2
46.39,6,30,2
57.54,9,36,2
15,4,42,2
39.68,4,28,2
39.52,4,24,2
30.24,6,46,2
100,9,40,1
151.74,8,54,3
92.93,8,58,1
32.49,7,64,2
86.32,3,22,1
41.19,8,54,2
51.79,6,34,2
69.33,7,34,1
30.28,9,68,2
61.13,3,36,1
39.13,7,34,2
31.07,7,44,2
131.38,7,32,1
33.72,6,50,2
51.05,5,46,2
47.99,9,54,2
52.37,4,30,2
51.35,9,42,2
54.69,1,34,2
10,4,32,2
30.75,7,38,2
51.76,7,50,2
23.09,5,46,2
89.8,9,58,1
59.17,6,44,2
53.6,3,52,2
32.49,7,54,2
43.17,0,46,2
30.7,9,48,2
32.71,3,86,2
111.54,1,38,1
129.94,1,28,1
103.35,4,28,1
124.73,7,58,1
95.76,7,52,1
101.82,5,48,1
43.02,8,56,2
32.78,7,62,2
53.68,9,40,2
30.26,3,34,2
48.24,6,70,2
59.99,4,46,2
106.04,2,44,1
17.56,6,60,2
30.26,2,34,2
19.52,7,54,2
63.52,3,34,1
47.59,6,28,2
37.73,6,46,2
71.17,9,52,1
89.36,3,54,1
