MonthlyRevenue,IncomeGroup,AgeHH1
50.45,1,30
73.53,9,38
40.69,6,52
73.59,9,46
21.98,6,40
56.67,9,60
26.68,7,36
56.55,6,32
95.29,6,36
138.98,2,30
30.26,9,42
63.25,4,52
124.11,6,56
54.45,7,30
22.88,3,38
54.13,6,62
81.39,9,56
130.82,7,46
59.99,9,38
50,0,30
31.65,3,34
60.76,9,52
39.58,7,56
65.83,5,54
117.78,5,36
40.33,7,34
77.56,7,52
38.7,6,42
76.55,5,50
30.27,5,50
129.55,3,20
16.8,3,52
56.77,6,42
40.52,7,30
54.38,9,40
34.82,6,46
84.92,5,34
145.61,9,46
33.24,9,38
101.33,6,56
265.15,0,26
57.33,8,46
93.39,6,32
30.06,9,32
131.82,9,38
17.49,7,36
315.54,6,42
51.19,7,28
47.09,7,28
10.25,8,58
180.62,6,36
61.7,6,42
62.81,6,36
78.52,4,58
86.25,7,32
40.06,5,34
31.02,6,30
21.35,7,34
78.36,8,52
17.75,8,46
79.34,6,26
216.93,3,52
32.74,9,40
50,4,38
50,7,40
154.06,6,48
39.25,4,48
72.18,8,70
27.1,9,34
30.65,3,22
29.99,4,24
61.92,7,54
39.92,6,24
30.77,8,50
82.45,6,50
185.69,0,28
38.99,7,40
47.49,8,44
5,9,52
56.48,3,44
28.81,7,50
32.49,6,32
33.05,6,30
75.74,9,50
204.09,3,42
75.15,7,50
51.01,5,22
30.59,3,34
33.42,5,36
15.68,7,32
32.99,4,44
266.16,1,42
51.74,9,52
30,1,28
33.27,9,38
79.3,9,40
36.75,1,74
32.49,9,48
55.91,4,52
39.8,9,62
30.25,9,50
30.46,8,60
77.61,6,32
181.81,6,26
30.98,6,34
33.35,6,42
13.62,8,36
10,1,48
36.97,7,40
11.25,9,38
629.5,7,24
33.95,6,52
30.1,9,32
36.54,6,30
41.25,7,34
61.9,5,50
81.94,7,38
29.6,7,74
29.99,4,66
51.35,4,38
44.82,5,48
45.65,3,30
31.32,5,46
213.82,7,58
33.79,4,24
30.24,4,46
68.36,5,48
35.55,6,52
30.52,6,60
30.26,8,88
35.69,7,18
61.63,4,32
30.26,6,46
75.3,6,40
31.5,2,44
101.33,4,34
29.99,6,42
36.91,7,54
31.02,7,28
57.06,2,56
102.61,6,50
133.41,7,32
49.99,4,22
30,7,38
218.44,6,50
75.98,4,30
78.45,9,44
93.55,4,38
97.92,9,46
34.81,7,52
34.83,3,40
51.64,6,28
45.31,1,28
17.14,6,44
100.84,6,58
56.7,1,28
53.7,8,46
34.73,7,24
13.64,3,54
145.35,9,54
53.11,7,52
49.99,6,42
106.33,1,56
98.24,3,28
36.21,3,36
31.63,4,82
30.22,5,30
30.82,6,42
74.86,9,54
25.29,2,20
31.13,1,52
79.94,0,28
158.15,7,24
63.49,9,54
58.05,7,32
245.23,9,36
104.59,9,60
25.39,7,28
48.56,4,40
336.43,6,46
51.72,9,48
151.07,3,28
22.73,7,26
33.49,8,52
30.88,8,44
34.72,2,32
49.99,5,40
60.73,3,28
57.91,6,54
77.15,7,30
37.15,8,34
92.9,6,34
82.67,0,54
75.45,4,38
70.83,3,52
62.77,0,46
75.92,9,40
45.09,7,26
36.56,5,30
36.73,4,24
33.03,5,70
54.52,8,28
59.19,5,58
29.57,5,38
233.73,6,32
30.27,6,60
44.43,6,42
44.12,8,50
37.22,7,36
104.61,9,28
51.81,4,28
90.48,6,24
64.41,3,52
45.15,9,54
32.19,5,64
46.82,6,40
48.25,7,34
54.24,6,38
38.48,6,28
51.83,6,36
17.5,5,44
29.99,7,64
49.38,4,50
30.26,4,56
95.84,7,26
30.27,9,50
31.91,7,50
50.84,1,28
23.3,4,42
48.09,1,30
9.16,3,32
30.63,6,36
51.44,7,58
54.17,9,52
39.2,2,60
42.51,6,48
30.26,6,40
121.3,4,36
35.77,8,42
35.8,6,38
33.83,7,38
29.02,1,32
20.17,3,72
109.97,4,24
53.45,6,52
12.95,7,36
176.39,1,20
90.81,6,52
59.74,3,36
41.42,8,30
75.41,2,48
76.85,6,38
45.98,6,60
81.23,6,48
106.11,6,42
29.99,4,48
37.18,3,52
30.24,6,34
33.54,5,60
39.45,6,78
38.31,6,48
31.88,6,26
10,9,36
45.09,6,32
74.62,7,50
79.88,7,38
95.97,5,22
294.4,6,30
69.89,5,40
53.64,5,42
30.36,6,28
90.82,9,42
40.6,6,32
84.55,4,50
55.9,9,48
96.51,8,32
51.46,7,54
44.67,7,30
30.32,7,48
71.69,6,44
58.69,6,40
31.33,2,22
122.6,6,58
26.77,7,42
45.49,4,36
81.62,6,36
13.25,6,34
96.54,3,42
60.59,7,34
72.8,6,40
54.24,6,26
41.44,7,40
30.27,5,44
33.76,9,52
135.17,7,46
57.2,4,48
34.91,2,22
30.41,6,42
30.75,8,52
52.75,5,52
49.22,9,40
56.86,2,54
30.43,4,26
82.19,5,38
11.93,5,24
190.85,2,42
58.27,6,52
58.72,9,52
50.76,1,40
45.73,4,36
30.11,6,50
27.21,7,38
130.12,8,26
59.02,5,48
257.97,7,54
87.11,9,48
11.52,6,46
55.06,6,40
38.8,7,24
100.78,5,42
33.26,5,36
36.22,9,42
84.39,9,40
30.53,6,40
36.36,6,30
19.99,7,24
52.01,2,34
89.16,2,30
44.19,4,44
94.99,7,60
42.73,3,36
207.22,8,50
63.97,6,34
94.75,2,48
40.19,5,60
40.58,4,50
86.1,6,36
54.74,0,28
54.27,3,38
78.25,5,52
33.69,6,50
90.53,0,34
33.79,5,38
86.97,6,50
30.41,7,46
30,5,32
34.99,8,48
31.92,3,28
36.31,1,40
34.88,6,42
17.14,1,86
56.3,6,40
14.75,4,36
53.45,6,48
69.91,8,34
80.07,6,42
40.61,5,50
56.24,4,34
37.34,5,38
35.2,7,38
67.39,7,54
141,6,40
98.39,8,28
48.66,6,40
82.36,9,52
21.5,7,40
275.43,7,44
67.45,5,48
98.53,8,32
53.78,6,50
51.36,7,26
4.53,1,70
87.75,8,34
47.77,0,32
35.69,6,56
57.14,6,40
30.25,8,50
31.39,9,46
34.99,7,46
29.71,2,38
51.3,6,42
79.03,4,30
53.23,7,30
72.45,4,22
29.85,2,48
34.99,5,54
123.68,9,46
198.79,6,58
51.76,9,28
38.89,5,54
38.05,9,52
16.99,9,42
73.84,5,34
31.69,3,52
54.77,7,52
18.99,9,58
82.91,4,32
36.21,6,56
128.31,6,38
45,9,48
32.78,8,26
35.1,8,52
30.09,9,50
40.08,4,66
33.32,0,34
90.01,9,84
32.62,8,52
38.08,8,60
31.06,9,46
65.84,6,42
32.78,7,44
18.6,8,58
97.53,4,58
31.61,7,42
30,3,46
46.17,6,32
30,1,44
28.97,8,40
50.48,6,48
50.38,6,44
81.83,9,58
232.06,3,22
48.38,6,24
33.94,8,32
67.67,6,46
51.45,6,38
45.27,6,62
36.24,7,38
30.26,9,54
136.93,6,54
77.06,2,68
57.97,6,26
47.82,4,54
29.91,6,50
53.12,8,46
48.67,1,32
32.85,6,42
59.2,9,22
30.26,9,50
54.06,8,36
42.77,9,52
33.25,4,62
60.06,7,40
16.99,1,64
33.96,4,60
265.18,6,32
13.78,9,40
30,1,22
48.95,9,48
53.49,0,30
29.99,3,30
10.49,6,36
63.94,7,48
33.7,6,56
52.64,5,28
30.27,1,38
63.95,6,32
52.63,4,30
44.46,3,28
90.8,7,52
33.08,7,52
35.73,6,68
35.33,3,48
58.49,5,30
47.82,3,50
54.82,5,30
12.19,6,20
32.78,9,42
40.74,9,42
33.21,7,36
51,5,42
63.54,7,54
46.63,1,28
35.83,6,52
43.25,4,22
54.06,6,68
87.44,8,48
210.62,6,42
82.79,4,28
67.55,7,52
64.62,9,48
34.98,6,34
58.81,7,52
33.24,1,60
61.16,6,44
57.55,4,26
115.62,7,38
84.91,6,26
411.9,0,38
57.84,1,36
34.99,5,64
61.19,8,38
62.2,3,28
60.52,6,56
58.1,5,54
42.3,7,28
22.09,6,58
82.16,6,28
43.65,6,36
34.24,3,48
57.05,1,48
62.05,6,66
94.32,6,30
60.57,8,52
47.5,7,34
70.2,6,60
60.53,5,36
50.25,4,78
31.48,5,40
29.99,9,34
125.64,7,54
53.82,5,36
75.67,6,44
16.99,6,62
29.99,7,58
30.37,7,38
40.25,7,46
40.85,6,32
30.27,7,34
47.98,8,42
32.79,8,28
95.07,6,30
47.71,5,34
53.1,1,26
208.41,1,26
49.99,6,34
30.66,3,52
30,5,82
32.17,1,24
87.07,6,26
74.52,6,32
81.76,7,44
22.91,9,38
46.79,0,24
51.98,9,32
34.12,5,26
96.77,5,52
36.31,1,58
47.79,8,54
57.15,6,38
257.99,9,52
59.84,3,72
41.43,6,60
31.06,8,48
50.73,9,48
51.43,1,42
50,5,30
33.83,5,48
38.24,7,52
56.91,5,28
138.46,6,40
7.11,6,34
49.05,6,22
11.52,6,46
29.99,1,66
30.26,6,28
21.44,6,34
22.68,9,38
61.05,6,30
98.22,0,48
48.8,6,26
128.75,1,32
17.55,3,40
39.24,6,56
81.92,6,26
20.17,5,70
16.99,5,78
58.38,1,26
40.65,9,52
38.34,1,56
52.69,6,30
80.45,5,34
40.48,8,36
20.66,9,54
31.12,9,36
30.96,8,30
46.7,6,34
48.84,3,46
30.48,9,26
30.25,9,48
55.03,4,20
302.44,2,28
61.48,6,40
24.47,6,36
30.77,6,56
42.49,3,48
44.55,7,50
201.96,4,36
30.98,4,36
30.24,6,42
41.28,9,34
47.74,6,24
56.47,6,60
43.28,6,40
59.7,0,54
4.91,5,44
37.48,7,36
51.41,8,34
114.76,9,56
87.35,7,46
22.49,3,60
55.7,6,30
71.96,7,32
13.87,3,54
35.85,8,64
37.7,5,32
54.46,2,34
35.6,4,66
140.72,3,42
53.08,9,60
62.4,7,38
34.94,7,30
49.31,4,54
33.7,3,58
120.28,1,30
173.62,6,40
80.55,6,28
38.4,7,42
46,6,56
56.89,6,24
48.39,7,34
58.89,8,28
81.62,6,42
31.24,5,56
30,5,70
31.88,7,36
42.23,8,24
33.98,7,44
75.75,4,34
29.99,6,64
56.09,3,52
9.99,9,42
34.99,6,60
28.43,6,30
79.53,7,46
10.59,7,44
160.44,7,32
53.59,6,44
80.45,1,42
43.23,9,46
44.03,5,34
31.32,6,52
68.86,5,36
65.11,6,34
58.13,6,38
83.44,9,50
50,4,34
53.98,4,34
50.44,5,36
50.24,1,24
92.64,7,58
41.97,8,36
33.98,6,42
66.98,6,34
74.4,8,38
30.61,7,30
69.44,4,40
32.98,6,46
33.51,6,42
105.07,6,28
40.14,6,52
46.02,1,52
43.9,1,22
49.84,1,50
57.63,6,58
40.98,7,26
39.88,3,58
40.98,7,28
241.65,6,56
134.94,6,30
40.8,6,36
44.33,6,20
50.19,6,30
59.99,8,48
30.95,9,54
40.88,7,62
50.82,9,52
84.43,8,26
33.67,6,44
81.54,4,24
64.57,1,26
16.25,4,26
43.9,9,56
58.12,9,32
38.79,4,26
30.6,8,24
32.56,2,40
32.99,7,34
115.89,5,50
73.08,4,72
121.88,7,50
29.99,4,20
30.5,7,44
80.33,5,26
30.07,5,32
30,3,78
50.25,4,28
22.69,7,38
29.99,8,44
132.17,6,40
33.03,4,46
42.21,4,34
36.62,6,34
209.8,6,44
94.56,0,30
23.75,6,48
61.47,9,34
42.08,6,42
30.74,2,36
90.41,1,40
11.52,9,62
33.97,7,52
130.93,9,54
65.5,7,38
31.23,7,34
32.49,9,32
52.43,4,42
36.12,4,34
51.8,9,42
86.72,5,40
37.27,9,48
51.72,5,26
49.99,8,40
22.74,6,50
29.45,3,24
67.14,8,60
30,6,56
32.7,9,50
50,6,52
154.2,8,32
30.77,8,52
31.04,7,54
53.94,7,36
32.99,5,30
61.34,6,26
32.49,8,48
33.57,9,44
33.38,7,32
52.31,9,52
75.67,5,52
132.2,6,60
84.39,6,32
14.5,7,58
45.41,9,36
32.53,6,46
67.89,6,34
55.66,9,60
65.48,6,50
5,1,32
39.33,7,44
132.6,5,30
80.7,4,32
34.73,6,28
53.44,7,52
75,6,86
10,8,32
5.04,6,42
39.94,6,50
75.78,6,54
46.15,9,56
30.45,5,36
62.69,7,46
77.24,6,44
55.79,6,30
41.72,3,76
29.99,9,72
84.5,1,54
52.88,6,28
44.73,1,26
42.26,9,26
19.99,6,44
38.24,7,40
65.78,0,58
47.68,6,30
30.26,6,54
30.48,4,34
49.99,6,76
50.99,5,30
187.29,9,34
59.99,8,52
177.26,9,34
22.75,9,54
45.36,9,44
24.99,8,30
57.39,7,46
107.31,6,44
53.69,9,32
110.3,2,34
30.07,6,28
30.98,9,38
10,6,42
130.01,6,32
123.71,7,84
194.56,7,58
9.68,9,46
60.48,6,26
30,9,62
33.3,6,38
142.62,6,30
20.34,7,62
77.42,2,34
151.29,9,42
61.62,6,26
9.99,3,50
50.86,9,46
77.39,1,52
78.75,9,56
45.77,7,30
66.42,6,20
44.98,8,54
173.28,3,28
55.94,3,38
42.09,5,30
41.18,6,30
36.1,4,28
77.12,6,42
42.33,8,54
10.74,8,32
43.48,3,30
58.46,9,40
58.84,3,32
56.62,2,46
49.99,6,40
102.14,6,38
28.49,3,38
17.06,5,34
30.26,5,46
142.6,5,34
558.93,6,44
92.06,6,36
65.31,4,40
61.34,2,30
67.41,8,38
87.02,5,28
71.08,7,42
110.07,5,22
76.05,6,48
99.41,7,30
32.49,9,50
60.11,5,24
37.21,6,36
77.6,6,32
37.41,7,56
153.09,7,26
49.21,0,32
74.53,5,40
43.95,9,28
71.19,3,46
37.49,6,36
51.62,6,28
33.24,6,38
77.2,4,30
39.91,5,44
90.32,6,42
33.37,6,42
54.27,9,38
42.99,7,26
74.99,9,34
30,4,60
72.6,9,56
79.15,6,46
79.71,3,38
243.12,1,38
37.89,3,42
23.1,6,40
29.99,9,50
401.53,1,30
169.81,6,38
13.25,8,54
58.88,6,30
33.5,9,50
78.07,3,28
85.24,4,32
100.14,3,38
47.49,7,60
143.8,6,32
42.58,6,56
58.16,5,60
35.22,6,44
31.2,1,36
40.15,7,30
30.27,6,26
16.16,7,30
33.48,1,56
53.03,5,42
36.66,9,30
50.12,3,40
63.83,3,36
31.64,4,44
92.65,5,28
57.71,8,66
30,6,44
132.21,6,54
66.03,8,28
29.08,3,72
105.49,5,48
83.34,6,32
35.55,6,24
48.38,5,46
44.94,6,24
26.8,6,40
76.26,1,22
76.65,0,54
221.84,7,46
86,9,38
30.77,6,60
71.78,0,22
27.84,4,28
109.75,4,34
34.63,4,52
32.49,5,58
9.79,6,50
20.19,6,30
116.12,0,38
78.57,8,36
187.52,7,32
49.08,7,54
99.49,6,30
26.68,7,38
48.03,7,60
53.84,7,50
53.11,4,36
127.68,9,30
30.31,9,48
42.76,2,24
75.31,6,42
33.75,5,54
53.96,9,44
86.21,7,44
30.04,9,40
66.58,7,38
36.16,7,34
81.34,4,54
104.01,7,44
38.37,4,50
91.18,5,42
105.1,4,38
45.44,3,20
12.28,7,48
34.95,6,44
14.31,4,54
15.27,9,46
43.26,6,28
42.92,8,52
30.5,2,46
128.12,8,52
56.2,2,38
85.69,1,20
106.34,3,68
66.38,7,62
53.26,4,28
35.87,6,44
363.11,1,30
26.06,1,72
30.81,7,32
53.48,2,54
50.34,7,48
53.73,9,46
90.92,4,34
40.69,7,50
34.33,6,26
34.83,1,40
40.84,6,34
157.9,4,22
54.37,6,30
36.57,6,36
85.33,6,24
32.77,7,54
32.88,4,26
32.59,6,48
33.44,7,32
90.72,6,34
33.55,4,42
30.52,5,30
34.99,3,28
106.68,6,26
77.62,9,40
68.48,9,60
30.64,4,40
116.94,3,52
77.58,6,54
89.69,6,54
39.07,1,54
329.58,9,48
82.89,7,34
30.8,6,46
40.09,7,24
30.27,5,56
124.1,3,44
85.43,6,38
237.76,1,30
29.68,5,32
181.09,3,36
30.27,5,46
9.5,7,34
31.66,5,48
109.16,3,26
33.73,4,24
36.12,5,48
50.25,6,50
47.23,3,40
30.09,9,46
31.01,9,62
81.56,9,36
45.9,7,38
30,5,34
32.6,6,38
69.99,9,20
46.53,1,34
141.5,3,46
30.24,6,54
40.77,6,64
79.45,5,48
38.39,6,54
38.49,9,52
66.8,1,52
10.55,3,58
156.28,5,36
28.51,5,30
79.92,8,52
45,3,34
57.3,8,48
53.24,1,58
50.45,7,60
100.16,9,54
9.5,8,34
94.94,2,90
44.3,6,34
43.15,4,46
49.99,9,56
51.58,3,28
37.08,5,42
50.74,9,54
5,4,52
135.99,9,42
50.45,6,46
195.86,5,24
59.06,7,38
43.15,3,38
11.94,2,34
136.75,4,70
47.44,9,24
40.95,9,38
75.96,7,24
34.09,5,50
30.64,2,28
32.62,0,44
77.78,8,54
33.25,2,46
30.46,6,48
32.41,3,50
35.24,9,42
31.4,3,26
64.52,5,56
32.7,7,46
52.38,4,68
31,7,46
46.9,6,56
30.27,6,40
32.28,6,50
53.5,6,32
24.18,6,52
30.26,9,58
33.1,9,44
30.59,6,34
43.98,5,54
32.74,4,30
34.17,4,54
34.61,9,54
84.48,8,48
124.52,1,52
29.99,6,48
113.3,6,40
43.25,6,38
33.52,5,30
62.75,6,30
33.9,9,70
130.63,5,58
50.44,4,28
45.41,5,36
100.08,9,38
98.86,9,48
24.86,9,30
10.54,8,64
102.78,1,32
64.12,9,28
65.1,8,52
39.24,3,28
63.4,8,48
223.53,2,24
36.41,6,30
5.75,6,50
148.62,7,44
10.49,9,50
50,4,72
44.99,9,26
11.44,6,46
61,6,40
83.99,8,58
123.72,5,60
44.96,4,38
40.51,8,44
50.24,3,30
45.65,6,54
17.3,7,56
42.03,9,32
110.56,3,28
24.43,3,38
82.84,7,44
55.7,5,34
14.24,6,36
27.62,4,30
30.84,9,42
44.56,7,44
76.38,9,54
422.44,5,32
13.5,4,38
46.23,3,56
31.73,8,66
58.47,6,34
114.08,7,40
33.21,3,74
30.99,3,52
30.27,7,70
244.31,5,44
33.52,2,48
50.44,4,30
30,9,32
82.36,9,38
30.87,9,54
56.72,6,54
101.95,7,46
50.53,6,48
98.54,9,46
48.81,5,22
30,7,26
57.77,9,46
50.89,6,42
93.52,7,66
286.79,5,36
32.78,5,30
34.99,9,58
55.89,9,62
116.97,8,48
40.66,0,24
122.54,1,32
73.02,5,40
30.95,8,52
38.58,4,36
33.24,8,52
68.33,4,32
60.87,2,42
99.24,9,40
136.48,6,38
22.31,7,38
16.61,6,30
53.74,7,48
56.5,6,32
30.52,1,22
81.21,8,20
40.76,9,36
56.53,5,50
37.23,6,62
31.6,4,60
44.66,8,44
118.98,4,54
52.89,4,46
33.25,3,64
40.34,3,24
50.03,5,42
30.26,2,38
112.42,7,30
30.26,3,54
74.4,4,30
101.54,8,46
70.65,5,28
59.22,7,48
52.54,0,28
30.82,3,34
82,4,68
39.02,4,54
68.39,3,52
35.01,6,42
89.17,4,62
29.99,3,52
33.87,5,40
71.83,6,78
63.61,2,40
33.95,5,32
70.04,8,36
76.2,2,24
91.52,3,56
102.09,0,34
21.19,7,58
32.4,1,20
58.83,1,28
40.74,7,24
86.36,6,68
38.32,6,58
48.33,6,46
30,6,48
30.95,6,72
47.34,1,34
32.81,6,60
33,4,30
82.14,5,30
34.52,4,38
69.99,8,60
30.2,8,46
75.11,6,44
29.43,6,28
33.64,9,36
19.27,6,48
59.46,7,44
69.44,7,50
82.42,2,22
48.47,8,32
51.03,1,36
55.53,3,46
41.19,5,44
35.28,6,32
95.74,7,62
30.26,6,36
54.94,6,36
36.23,7,22
116.42,6,34
54.02,4,36
129.47,9,42
38.55,4,34
76.09,9,40
44.19,8,36
69.62,4,56
56.52,6,56
45,8,60
54.61,7,28
55.28,6,50
29.99,6,44
219.15,4,50
108.38,1,44
31.75,7,58
51.47,7,56
32.99,5,52
84.68,4,44
35.05,6,40
58.47,5,32
31.63,6,24
34.38,6,46
48.89,2,84
78.61,6,52
30.14,9,56
46.39,9,32
30,3,40
88.11,5,34
62.29,3,40
50.44,6,30
33.25,6,40
50.28,9,52
29.99,5,40
22.4,9,40
29.7,5,62
45.77,2,52
20.17,7,72
10.09,6,48
44.05,7,44
95.14,4,60
43.47,1,64
77.22,5,50
70.22,9,40
37.31,5,44
70.6,3,52
26.24,6,46
147.34,3,54
51.33,8,44
127.88,5,44
57.67,7,48
12.49,2,48
35.93,5,30
35.24,8,52
117.47,7,36
69.33,4,60
78.24,4,44
70.34,6,22
69.98,6,80
34.04,7,28
35.24,4,56
52.57,6,24
42.32,7,58
76.73,5,48
55.49,9,26
163.75,9,60
73.05,3,28
100.58,4,36
37.79,8,50
81.02,1,26
40.13,7,24
63.19,1,40
53.7,9,26
73.73,9,36
92.16,9,50
29.99,7,50
46.73,3,28
17.14,4,76
20.17,5,42
49.96,7,34
84.16,6,34
50.09,4,52
54.23,4,56
31.3,6,34
64.39,6,28
21.46,1,34
30.91,5,54
44.69,1,20
167.22,4,26
52.64,5,40
50.34,5,28
43.21,7,44
30.2,3,46
100.52,7,54
45,8,40
54.19,6,50
29.99,5,52
122.3,6,44
96.42,1,22
37.1,6,38
55.64,2,32
33.45,7,34
44.92,6,30
42.88,9,26
82,1,58
46.85,6,48
9.7,7,34
78.03,8,62
24.59,7,20
36.3,4,36
44.83,7,60
69.66,4,34
105.81,5,50
40.92,1,42
13.5,6,40
10.99,9,46
75.48,6,52
65.42,3,32
48.2,6,36
48.01,6,52
60.34,4,28
51.19,8,56
29.99,4,56
215.41,8,50
75.71,4,52
93.31,5,34
29.99,4,68
72.38,7,74
101.51,8,56
69.68,3,22
28.28,7,52
35.44,1,42
30.26,7,52
22.01,5,58
90.35,8,64
29.99,1,62
84.45,4,24
30.26,4,28
74.11,9,48
60.32,3,60
66.48,9,50
38.74,6,28
62.54,6,30
66.32,5,20
50.44,6,46
37.53,8,58
12.7,6,48
27.09,5,44
52.19,2,54
30.99,9,52
34.11,4,58
63.19,3,46
50.73,3,40
54.46,7,54
14.89,9,62
50.95,9,44
26.72,5,52
114.08,7,40
50.85,9,52
104.18,9,42
37.6,7,54
41.11,4,38
30,2,80
49.32,6,48
149.23,6,24
53.75,8,34
24.1,4,44
25.62,5,40
46.25,6,32
29.68,5,50
40.51,6,54
39.49,9,36
150.48,6,30
35.73,6,26
43.7,5,36
29.18,7,40
30.27,8,44
34.69,0,32
30.09,7,50
62.09,8,40
30.24,6,30
51.44,5,26
122.65,6,58
38.86,6,36
31.21,5,34
56.63,7,38
30.73,9,74
110.99,6,54
29.44,7,62
107.3,6,28
44.23,9,52
29.99,6,74
28.39,6,48
30.26,4,38
30.71,6,44
65.15,6,24
30.32,7,60
88.82,6,34
45.9,9,34
32.42,4,32
51.84,7,24
77.86,6,32
57.76,0,28
44.77,4,52
60.33,8,40
35.41,4,50
30.27,4,54
33.58,9,22
93.87,9,46
47.05,8,26
35.28,3,64
30.45,7,60
65.72,7,52
93.67,1,22
126.22,2,72
18.71,8,36
70.32,7,30
79.24,6,52
37.38,9,44
35.1,5,48
31.02,6,54
36.25,1,42
43.43,6,48
30.79,3,40
78.45,9,38
30,0,54
36.15,6,50
51.79,5,68
30,2,26
10,5,32
122.8,6,26
34.59,7,46
11.75,9,54
81.1,9,34
31.6,7,54
38.49,4,42
43.26,5,54
52.8,5,36
32.74,7,80
40.17,4,24
32.62,5,40
48.23,5,50
38.67,5,36
39.47,1,22
43.06,7,42
26.89,7,44
50.41,6,22
34.55,6,44
31.25,6,44
49.99,7,54
105.53,6,46
46.55,6,30
45.41,6,32
57.11,4,58
131.91,6,34
99.07,6,34
43.24,2,58
10,8,56
49.94,6,28
85.76,3,30
36.52,6,64
67.77,9,84
38.73,6,54
89.71,9,30
10.74,4,22
34.99,4,48
51.27,7,54
36.9,2,40
50.63,5,30
59.4,7,24
87.88,7,26
40.92,4,48
15.43,6,28
82.91,1,22
48.48,2,50
88.06,9,34
51.12,9,48
22.49,7,44
29.99,7,30
56.86,8,54
265.86,9,52
40.3,0,28
11.24,8,46
44.75,9,60
105.98,3,50
62.59,9,46
137.08,9,42
23.95,4,36
31.4,5,50
40.69,8,48
83.23,1,30
46.51,7,52
21.6,5,62
67.47,7,44
77.61,4,34
33.63,4,40
24.5,6,44
54.88,5,26
40.97,9,28
14.15,5,38
113.93,3,38
38.24,5,44
35.93,3,28
56.95,5,46
126.72,4,24
40.04,0,38
66.3,4,44
36.3,9,56
97.23,1,44
11.57,8,28
34.11,6,32
25.59,8,42
101.09,6,36
38.01,6,54
145.41,2,56
53.76,9,60
100.64,5,26
44.52,4,56
33.85,4,46
30.57,1,34
48.36,6,36
52.02,5,28
20.17,6,34
91.84,4,50
28.55,9,64
9.5,9,44
85.95,8,54
138.15,5,26
70.18,8,52
31.76,5,32
65.17,7,54
154.22,7,30
30.39,3,32
118.44,5,58
30.59,2,72
99.11,7,50
31.34,4,74
61.47,6,24
116.61,4,50
109.97,2,30
80.08,2,30
85.01,6,38
108.18,3,26
170.32,9,22
10,6,44
34.99,2,34
60.39,7,56
71.08,0,22
46.71,5,50
63.53,9,52
112.01,4,30
29.3,7,38
10.25,9,50
47.1,6,36
31.12,9,50
51.16,7,26
29.99,9,76
34.99,4,40
34.99,8,52
75.25,7,34
35.38,5,74
79.23,3,34
32.15,6,62
23.64,9,44
115.28,6,20
91.96,5,32
42.62,4,24
55.08,7,52
111.67,5,32
90.3,5,38
51.22,6,60
29.99,6,30
30.26,6,56
48.22,1,24
30.7,6,60
57.11,7,52
36.53,6,42
53.28,6,24
90.44,6,62
80.84,8,46
20.46,5,30
22.99,9,42
38.95,4,86
106.74,6,48
30.34,9,42
128.49,9,32
19.87,8,58
30.31,3,42
107.84,3,40
46.7,0,24
101.22,8,36
98.33,4,26
110.11,9,60
71.97,6,36
14.21,9,36
140.53,9,32
30.76,5,78
34.99,7,36
181.76,1,32
34.99,9,54
10.49,9,52
11.35,4,42
13.6,8,38
214.38,3,68
31.99,6,48
80.87,9,34
9.68,8,34
40.4,6,44
47.74,6,36
131.89,3,54
30.73,9,28
113.13,5,30
10.56,3,26
38.3,0,28
67.22,0,24
53.13,4,40
100.62,7,46
32.31,6,36
48.37,1,36
16.78,9,26
198.76,9,44
33.76,9,42
66.14,4,44
29.99,5,46
75.74,7,44
29.99,9,50
28.69,4,22
10.25,3,24
60.48,3,32
29.99,5,30
42.32,7,56
46.02,9,32
42.74,1,26
38.36,3,28
15.06,6,34
34.99,6,54
29.99,6,28
101.48,6,58
33.3,7,58
88.12,6,52
29.99,9,32
148.97,5,60
67.25,7,28
33.05,2,62
29.8,1,30
44.45,7,48
78.22,8,56
2.23,9,40
29.99,8,36
96.04,7,52
33.24,3,68
58.76,9,38
30.76,3,26
100.06,1,34
15.69,6,46
88.55,6,28
34.99,2,72
34.99,6,54
33.61,5,24
16.09,6,36
88.67,9,54
10,1,30
40.69,8,36
38.08,2,34
39.64,8,54
13,7,32
46.61,4,64
20.45,8,62
55.89,2,30
56.29,7,58
52.54,7,42
16.32,7,38
36.24,5,64
55.33,5,56
79.81,6,26
19.99,3,32
99.89,5,38
57.19,3,30
64.98,6,38
41.24,6,48
54.26,1,58
18.72,9,40
124.68,3,44
37.2,6,40
39.93,8,34
76.98,8,28
80.42,9,58
10.09,7,42
105.78,8,32
32.66,2,30
14.21,6,52
37.07,6,36
64.04,7,34
35.03,6,70
74.14,8,40
77.65,5,26
49.99,5,30
79.56,4,42
55.35,6,34
69.04,6,62
191.15,4,42
30.52,2,36
29.99,9,40
59.99,1,26
25.84,7,30
51.27,8,48
65.43,6,68
232.86,7,38
55.69,1,42
30.09,4,42
268.76,9,34
98.14,3,28
40.05,6,46
40.98,1,46
31.7,5,38
118.57,1,32
80.19,1,30
10.39,7,44
36.56,9,54
47.66,2,26
58.94,9,44
40.11,6,54
50.73,1,32
32.69,7,30
50.04,5,38
15.88,4,26
15.6,9,58
90.3,4,46
29.99,1,30
82.04,9,36
66.99,6,30
85.21,9,40
47.4,6,32
56.14,9,42
20.75,6,40
21.16,9,54
